"Gene","Non-unique Gene name","No. isolates","No. sequences"
"DRR381743_complete_genome_CDS_1398","shell","11","11"
"SRR15376151_complete_genome_CDS_4922","cloud","3","4"
"SRR4301579_complete_genome_CDS_5400","cloud","6","6"
"SRR13167188_complete_genome_CDS_5293","shell","9","9"
"SRR15415538_complete_genome_CDS_1883","shell","61","63"
"SRR3205742_complete_genome_CDS_5284","cloud","6","6"
"SRR15376151_complete_genome_CDS_2331","cloud","1","1"
"SRR13160357_complete_genome_CDS_1654","cloud","5","5"
"SRR15415613_complete_genome_CDS_5458","cloud","3","3"
"SRR13160359_complete_genome_CDS_0770","shell","113","113"
"SRR9994124_complete_genome_CDS_1145","persistent","175","183"
"SRR6929611_complete_genome_CDS_5296","cloud","1","1"
"SRR6929611_complete_genome_CDS_5328","cloud","1","1"
"SRR15415578_complete_genome_CDS_5300","cloud","3","3"
"SRR15415578_complete_genome_CDS_5332","cloud","2","2"
"SRR15415610_complete_genome_CDS_5197","cloud","3","3"
"SRR10520171_complete_genome_CDS_2167","cloud","1","1"
"SRR4301555_complete_genome_CDS_5364","cloud","5","5"
"SRR15277999_complete_genome_CDS_1539","cloud","1","1"
"SRR5870510_complete_genome_CDS_0529","persistent","175","1846"
"SRR6929611_complete_genome_CDS_5299","cloud","1","1"
"SRR6929611_complete_genome_CDS_5363","cloud","1","1"
"SRR6929611_complete_genome_CDS_5395","cloud","1","1"
"SRR15277999_complete_genome_CDS_4359","cloud","2","2"
"SRR15415557_complete_genome_CDS_0956","shell","152","231"
"SRR10520171_complete_genome_CDS_2170","cloud","1","1"
"SRR14419377_complete_genome_CDS_3141","persistent","175","451"
"DRR381616_complete_genome_CDS_1148","cloud","5","5"
"SRR427084_complete_genome_CDS_3668","cloud","1","1"
"SRR427084_complete_genome_CDS_3701","cloud","1","1"
"SRR15415613_complete_genome_CDS_5337","cloud","2","2"
"SRR15415613_complete_genome_CDS_5369","cloud","3","3"
"SRR15415613_complete_genome_CDS_5465","cloud","3","3"
"SRR15415574_complete_genome_CDS_2870","cloud","1","1"
"SRR15415574_complete_genome_CDS_3542","cloud","1","1"
"SRR9694420_complete_genome_CDS_5069","cloud","1","1"
"SRR9694420_complete_genome_CDS_5101","cloud","1","1"
"SRR15415613_complete_genome_CDS_5338","cloud","2","2"
"SRR15415613_complete_genome_CDS_5370","cloud","3","3"
"SRR15415613_complete_genome_CDS_5466","cloud","3","3"
"SRR15415574_complete_genome_CDS_1174","cloud","1","1"
"SRR9694420_complete_genome_CDS_0421","cloud","2","2"
"SRR15415532_complete_genome_CDS_2095","cloud","1","1"
"SRR13160359_complete_genome_CDS_2446","cloud","1","1"
"SRR15415574_complete_genome_CDS_1175","cloud","1","1"
"SRR15415574_complete_genome_CDS_2616","shell","66","67"
"SRR15415574_complete_genome_CDS_2648","persistent","175","730"
"SRR15415574_complete_genome_CDS_2872","cloud","1","1"
"SRR4301513_complete_genome_CDS_1718","cloud","1","1"
"SRR15376154_complete_genome_CDS_5335","cloud","1","1"
"SRR15415620_complete_genome_CDS_2810","cloud","1","1"
"SRR15415620_complete_genome_CDS_2842","cloud","1","1"
"SRR15415620_complete_genome_CDS_2874","cloud","1","1"
"SRR15415620_complete_genome_CDS_3707","cloud","2","2"
"SRR15415620_complete_genome_CDS_4893","persistent","175","670"
"SRR9694420_complete_genome_CDS_0423","cloud","2","2"
"SRR3224814_complete_genome_CDS_2499","cloud","1","1"
"SRR15415624_complete_genome_CDS_3233","shell","159","160"
"SRR15277999_complete_genome_CDS_5492","cloud","1","1"
"SRR5870510_complete_genome_CDS_5088","cloud","1","1"
"SRR15376151_complete_genome_CDS_2312","cloud","1","1"
"SRR15415532_complete_genome_CDS_4501","persistent","175","176"
"SRR15415542_complete_genome_CDS_5391","cloud","2","2"
"SRR15415542_complete_genome_CDS_5423","cloud","2","2"
"SRR15415542_complete_genome_CDS_5455","cloud","2","2"
"SRR15415620_complete_genome_CDS_0828","cloud","1","1"
"SRR9994125_complete_genome_CDS_2425","cloud","2","2"
"SRR15277995_complete_genome_CDS_0051","persistent","175","175"
"SRR3205742_complete_genome_CDS_5237","cloud","1","1"
"SRR15415574_complete_genome_CDS_2880","persistent","175","358"
"SRR10520171_complete_genome_CDS_2631","persistent","175","175"
"SRR15415574_complete_genome_CDS_1184","cloud","2","2"
"SRR3205742_complete_genome_CDS_5239","cloud","1","1"
"SRR3205742_complete_genome_CDS_5271","cloud","3","3"
"SRR14419381_complete_genome_CDS_5102","cloud","1","1"
"SRR5413253_complete_genome_CDS_4987","cloud","2","2"
"SRR5864678_complete_genome_CDS_4787","persistent","175","679"
"SRR15415547_complete_genome_CDS_2672","cloud","2","2"
"SRR427084_complete_genome_CDS_3682","cloud","1","1"
"SRR4301555_complete_genome_CDS_5382","cloud","5","5"
"SRR14419377_complete_genome_CDS_1683","cloud","2","2"
"SRR4301579_complete_genome_CDS_5358","cloud","3","3"
"SRR9694420_complete_genome_CDS_0432","cloud","2","2"
"SRR15415613_complete_genome_CDS_5414","cloud","2","2"
"SRR15415613_complete_genome_CDS_5446","cloud","3","3"
"DRR381635_complete_genome_CDS_1259","cloud","2","2"
"SRR5864678_complete_genome_CDS_4309","cloud","1","1"
"SRR4301571_complete_genome_CDS_5295","cloud","2","2"
"SRR4301571_complete_genome_CDS_5327","cloud","2","2"
"SRR4301571_complete_genome_CDS_5359","cloud","2","2"
"SRR427084_complete_genome_CDS_3685","cloud","1","1"
"SRR4301579_complete_genome_CDS_5361","cloud","3","3"
"SRR4301571_complete_genome_CDS_5296","cloud","2","2"
"SRR4301571_complete_genome_CDS_5328","cloud","2","2"
"SRR4301571_complete_genome_CDS_5360","cloud","2","2"
"SRR15415542_complete_genome_CDS_5369","cloud","2","2"
"SRR15415542_complete_genome_CDS_5401","cloud","2","2"
"SRR15415542_complete_genome_CDS_5433","cloud","2","2"
"SRR15415542_complete_genome_CDS_5465","cloud","2","2"
"SRR10337442_complete_genome_CDS_1025","persistent","174","176"
"SRR10337442_complete_genome_CDS_1153","persistent","175","176"
"SRR10337442_complete_genome_CDS_1249","persistent","175","176"
"SRR10337442_complete_genome_CDS_1281","persistent","175","176"
"SRR10337442_complete_genome_CDS_1313","persistent","175","176"
"SRR10337442_complete_genome_CDS_1345","persistent","175","1082"
"SRR10337442_complete_genome_CDS_1409","persistent","175","175"
"SRR10337442_complete_genome_CDS_1441","persistent","175","175"
"SRR10337442_complete_genome_CDS_1473","persistent","175","175"
"SRR10337442_complete_genome_CDS_1537","persistent","175","674"
"SRR10337442_complete_genome_CDS_1569","persistent","175","176"
"SRR10337442_complete_genome_CDS_1601","persistent","175","175"
"SRR10337442_complete_genome_CDS_1633","persistent","172","172"
"SRR10337442_complete_genome_CDS_1729","persistent","175","380"
"SRR10337442_complete_genome_CDS_1857","persistent","175","177"
"SRR10337442_complete_genome_CDS_1889","persistent","175","175"
"SRR10337442_complete_genome_CDS_1921","persistent","175","175"
"SRR10337442_complete_genome_CDS_1953","persistent","175","175"
"SRR10337442_complete_genome_CDS_1985","persistent","175","175"
"SRR10337442_complete_genome_CDS_2017","persistent","175","175"
"SRR10337442_complete_genome_CDS_2049","persistent","175","176"
"SRR10337442_complete_genome_CDS_2081","persistent","175","349"
"SRR10337442_complete_genome_CDS_2113","persistent","175","176"
"SRR10337442_complete_genome_CDS_2145","persistent","175","175"
"SRR10337442_complete_genome_CDS_2177","persistent","175","175"
"SRR10337442_complete_genome_CDS_2209","persistent","175","175"
"SRR10337442_complete_genome_CDS_2305","persistent","171","172"
"SRR10337442_complete_genome_CDS_2401","shell","63","67"
"SRR10337442_complete_genome_CDS_2433","shell","9","9"
"SRR10337442_complete_genome_CDS_2465","persistent","175","175"
"SRR10337442_complete_genome_CDS_2530","shell","44","46"
"SRR10337442_complete_genome_CDS_2562","persistent","175","175"
"SRR10337442_complete_genome_CDS_2594","persistent","175","351"
"SRR10337442_complete_genome_CDS_2626","persistent","175","175"
"SRR10337442_complete_genome_CDS_2690","persistent","174","174"
"SRR10337442_complete_genome_CDS_2722","persistent","175","175"
"SRR10337442_complete_genome_CDS_2754","persistent","175","175"
"SRR10337442_complete_genome_CDS_2786","persistent","175","175"
"SRR10337442_complete_genome_CDS_2818","persistent","175","352"
"SRR10337442_complete_genome_CDS_2850","persistent","175","175"
"SRR10337442_complete_genome_CDS_2882","persistent","175","175"
"SRR10337442_complete_genome_CDS_2914","persistent","175","175"
"SRR10337442_complete_genome_CDS_2946","persistent","175","175"
"SRR10337442_complete_genome_CDS_2978","persistent","175","175"
"SRR10337442_complete_genome_CDS_3011","persistent","175","175"
"SRR10337442_complete_genome_CDS_3043","persistent","175","340"
"SRR10337442_complete_genome_CDS_3075","persistent","175","175"
"SRR10337442_complete_genome_CDS_3108","persistent","175","175"
"SRR10337442_complete_genome_CDS_3140","shell","171","171"
"SRR10337442_complete_genome_CDS_3172","persistent","175","175"
"SRR10337442_complete_genome_CDS_3204","persistent","175","175"
"SRR10337442_complete_genome_CDS_3236","persistent","175","175"
"SRR10337442_complete_genome_CDS_3268","persistent","175","175"
"SRR10337442_complete_genome_CDS_3300","persistent","175","175"
"SRR10337442_complete_genome_CDS_3332","persistent","175","175"
"SRR10337442_complete_genome_CDS_3364","persistent","174","174"
"SRR10337442_complete_genome_CDS_3396","persistent","175","175"
"SRR10337442_complete_genome_CDS_3428","persistent","175","175"
"SRR10337442_complete_genome_CDS_3460","persistent","175","175"
"SRR10337442_complete_genome_CDS_3492","persistent","175","175"
"SRR10337442_complete_genome_CDS_3524","persistent","175","175"
"SRR10337442_complete_genome_CDS_3556","persistent","175","175"
"SRR10337442_complete_genome_CDS_3588","persistent","175","175"
"SRR10337442_complete_genome_CDS_3620","persistent","175","175"
"SRR10337442_complete_genome_CDS_3652","persistent","175","175"
"SRR10337442_complete_genome_CDS_3686","persistent","175","175"
"SRR10337442_complete_genome_CDS_3718","persistent","175","175"
"SRR10337442_complete_genome_CDS_3750","persistent","175","175"
"SRR10337442_complete_genome_CDS_3782","persistent","175","175"
"SRR10337442_complete_genome_CDS_3814","persistent","175","176"
"SRR10337442_complete_genome_CDS_3846","persistent","175","175"
"SRR10337442_complete_genome_CDS_3878","persistent","175","175"
"SRR10337442_complete_genome_CDS_3910","persistent","175","175"
"SRR10337442_complete_genome_CDS_3974","persistent","175","175"
"SRR10337442_complete_genome_CDS_4006","persistent","175","175"
"SRR10337442_complete_genome_CDS_4038","persistent","175","175"
"SRR10337442_complete_genome_CDS_4070","persistent","175","176"
"SRR10337442_complete_genome_CDS_4102","persistent","175","175"
"SRR10337442_complete_genome_CDS_4134","persistent","175","175"
"SRR6929624_complete_genome_CDS_3313","persistent","175","176"
"SRR6929624_complete_genome_CDS_3345","persistent","175","175"
"SRR6929624_complete_genome_CDS_3441","persistent","175","175"
"SRR6929624_complete_genome_CDS_3473","persistent","175","175"
"SRR6929624_complete_genome_CDS_3633","shell","166","167"
"SRR6929624_complete_genome_CDS_3665","persistent","175","175"
"SRR6929624_complete_genome_CDS_3697","persistent","175","175"
"SRR6929624_complete_genome_CDS_3889","persistent","175","175"
"SRR6929624_complete_genome_CDS_3921","persistent","175","175"
"SRR6929624_complete_genome_CDS_3953","persistent","175","175"
"SRR6929624_complete_genome_CDS_3985","persistent","175","175"
"SRR6929624_complete_genome_CDS_4017","persistent","175","175"
"SRR6929624_complete_genome_CDS_4049","persistent","175","175"
"SRR6929624_complete_genome_CDS_4113","persistent","174","174"
"SRR6929624_complete_genome_CDS_4145","persistent","173","173"
"SRR6929624_complete_genome_CDS_4177","shell","47","47"
"SRR6929624_complete_genome_CDS_4209","shell","126","180"
"SRR6929624_complete_genome_CDS_4274","persistent","175","175"
"SRR6929624_complete_genome_CDS_4306","persistent","175","175"
"SRR6929624_complete_genome_CDS_4338","shell","59","65"
"SRR6929624_complete_genome_CDS_4370","shell","59","65"
"SRR6929624_complete_genome_CDS_4883","persistent","175","175"
"SRR6929624_complete_genome_CDS_4915","persistent","175","185"
"SRR6929624_complete_genome_CDS_5175","shell","172","178"
"SRR6929624_complete_genome_CDS_5207","shell","171","173"
"SRR6929624_complete_genome_CDS_5239","persistent","172","184"
"SRR15415540_complete_genome_CDS_0165","persistent","175","175"
"SRR15415540_complete_genome_CDS_0197","persistent","175","175"
"SRR15415540_complete_genome_CDS_0230","persistent","175","175"
"SRR15415540_complete_genome_CDS_0295","persistent","175","175"
"SRR15415540_complete_genome_CDS_0423","persistent","175","175"
"SRR15415540_complete_genome_CDS_0455","persistent","175","176"
"SRR15415540_complete_genome_CDS_0519","persistent","175","175"
"SRR15415540_complete_genome_CDS_0551","persistent","175","175"
"SRR15415540_complete_genome_CDS_0615","persistent","175","175"
"SRR15415540_complete_genome_CDS_0647","persistent","175","175"
"SRR15415540_complete_genome_CDS_0711","persistent","175","175"
"SRR15415540_complete_genome_CDS_0775","persistent","175","175"
"SRR15415540_complete_genome_CDS_0807","persistent","175","176"
"SRR15415540_complete_genome_CDS_0969","persistent","175","175"
"SRR15415540_complete_genome_CDS_1033","persistent","175","175"
"SRR15415540_complete_genome_CDS_1065","persistent","175","175"
"SRR15415540_complete_genome_CDS_1097","persistent","175","175"
"SRR15415540_complete_genome_CDS_1129","persistent","175","175"
"SRR15415540_complete_genome_CDS_1161","persistent","175","175"
"SRR15415540_complete_genome_CDS_1193","persistent","175","176"
"SRR15415540_complete_genome_CDS_1225","persistent","175","175"
"DRR381745_complete_genome_CDS_0237","persistent","175","175"
"DRR381745_complete_genome_CDS_0269","shell","112","112"
"DRR381745_complete_genome_CDS_0333","persistent","174","174"
"DRR381745_complete_genome_CDS_0429","persistent","175","175"
"DRR381745_complete_genome_CDS_0525","persistent","175","175"
"DRR381745_complete_genome_CDS_0557","persistent","172","172"
"DRR381745_complete_genome_CDS_0621","persistent","175","175"
"DRR381745_complete_genome_CDS_0653","persistent","175","175"
"DRR381745_complete_genome_CDS_0685","persistent","175","175"
"DRR381745_complete_genome_CDS_0717","persistent","175","175"
"DRR381745_complete_genome_CDS_0781","shell","56","56"
"DRR381745_complete_genome_CDS_0813","shell","167","168"
"DRR381745_complete_genome_CDS_0973","persistent","172","174"
"DRR381745_complete_genome_CDS_1069","persistent","175","175"
"DRR381745_complete_genome_CDS_1101","persistent","175","175"
"DRR381745_complete_genome_CDS_1133","persistent","175","175"
"DRR381745_complete_genome_CDS_1229","shell","58","58"
"DRR381745_complete_genome_CDS_1261","shell","18","18"
"DRR381745_complete_genome_CDS_1293","persistent","175","175"
"DRR381745_complete_genome_CDS_1325","persistent","175","175"
"DRR381745_complete_genome_CDS_1453","persistent","175","175"
"DRR381745_complete_genome_CDS_1485","persistent","175","175"
"DRR381745_complete_genome_CDS_1773","persistent","175","175"
"DRR381745_complete_genome_CDS_1805","persistent","175","175"
"DRR381745_complete_genome_CDS_1933","persistent","175","175"
"DRR381745_complete_genome_CDS_1965","persistent","175","175"
"DRR381745_complete_genome_CDS_1997","persistent","175","175"
"DRR381745_complete_genome_CDS_2061","persistent","175","177"
"DRR381745_complete_genome_CDS_2093","persistent","175","176"
"DRR381745_complete_genome_CDS_2414","persistent","175","175"
"DRR381745_complete_genome_CDS_2510","persistent","173","173"
"DRR381745_complete_genome_CDS_2638","shell","155","156"
"DRR381745_complete_genome_CDS_2670","persistent","175","175"
"DRR381745_complete_genome_CDS_2702","persistent","175","175"
"DRR381745_complete_genome_CDS_2734","persistent","175","175"
"DRR381745_complete_genome_CDS_2862","shell","102","110"
"DRR381745_complete_genome_CDS_2894","shell","21","21"
"DRR381745_complete_genome_CDS_2926","persistent","175","175"
"DRR381745_complete_genome_CDS_2958","persistent","175","175"
"DRR381745_complete_genome_CDS_2990","persistent","175","175"
"DRR381745_complete_genome_CDS_3022","persistent","175","175"
"DRR381745_complete_genome_CDS_3054","persistent","175","175"
"DRR381745_complete_genome_CDS_3086","persistent","175","175"
"DRR381745_complete_genome_CDS_3118","persistent","175","175"
"DRR381745_complete_genome_CDS_3151","persistent","175","175"
"DRR381745_complete_genome_CDS_3215","persistent","175","175"
"DRR381745_complete_genome_CDS_3248","persistent","175","175"
"DRR381745_complete_genome_CDS_3280","persistent","175","175"
"DRR381745_complete_genome_CDS_3312","persistent","175","175"
"DRR381745_complete_genome_CDS_3344","persistent","175","175"
"DRR381745_complete_genome_CDS_3376","persistent","175","175"
"DRR381745_complete_genome_CDS_3408","persistent","175","175"
"SRR6929619_complete_genome_CDS_2665","persistent","175","175"
"SRR6929619_complete_genome_CDS_2697","persistent","175","175"
"SRR6929619_complete_genome_CDS_3210","persistent","173","175"
"SRR6929619_complete_genome_CDS_3242","persistent","172","179"
"SRR6929619_complete_genome_CDS_3530","persistent","175","175"
"SRR6929619_complete_genome_CDS_3562","persistent","175","175"
"SRR6929619_complete_genome_CDS_3594","persistent","175","175"
"SRR6929619_complete_genome_CDS_4010","persistent","175","175"
"SRR6929619_complete_genome_CDS_4042","persistent","175","175"
"SRR6929619_complete_genome_CDS_4170","shell","47","47"
"SRR6929619_complete_genome_CDS_4202","shell","52","52"
"SRR6929619_complete_genome_CDS_4234","persistent","174","174"
"SRR6929619_complete_genome_CDS_4331","shell","59","65"
"SRR6929619_complete_genome_CDS_4363","shell","59","65"
"SRR6929630_complete_genome_CDS_0482","persistent","175","175"
"SRR6929630_complete_genome_CDS_0514","persistent","175","175"
"SRR4301562_complete_genome_CDS_1731","persistent","175","220"
"SRR4301562_complete_genome_CDS_1827","shell","63","67"
"SRR4301562_complete_genome_CDS_1859","persistent","175","349"
"SRR4301562_complete_genome_CDS_1891","persistent","175","175"
"SRR4301562_complete_genome_CDS_2083","persistent","173","173"
"SRR4301562_complete_genome_CDS_2115","persistent","175","175"
"SRR4301562_complete_genome_CDS_2147","shell","163","163"
"SRR4301562_complete_genome_CDS_2563","persistent","175","660"
"SRR4301562_complete_genome_CDS_2595","persistent","172","173"
"SRR4301562_complete_genome_CDS_2659","shell","160","160"
"SRR4301562_complete_genome_CDS_2691","persistent","175","175"
"SRR4301562_complete_genome_CDS_2915","persistent","175","175"
"SRR4301562_complete_genome_CDS_3364","persistent","173","175"
"SRR4301562_complete_genome_CDS_3396","persistent","172","175"
"SRR4301562_complete_genome_CDS_3428","persistent","173","174"
"SRR4301562_complete_genome_CDS_3492","persistent","175","175"
"SRR4301562_complete_genome_CDS_3652","shell","11","11"
"SRR4301562_complete_genome_CDS_3716","persistent","173","173"
"SRR4301562_complete_genome_CDS_3748","persistent","175","175"
"SRR4301562_complete_genome_CDS_3844","persistent","175","175"
"SRR4301562_complete_genome_CDS_3876","shell","133","133"
"SRR4301562_complete_genome_CDS_4100","persistent","175","175"
"SRR4301562_complete_genome_CDS_4132","persistent","175","175"
"SRR4301562_complete_genome_CDS_4164","persistent","175","176"
"SRR4301562_complete_genome_CDS_4228","persistent","175","175"
"SRR4301562_complete_genome_CDS_4292","persistent","175","175"
"SRR4301562_complete_genome_CDS_4388","persistent","171","171"
"SRR4301562_complete_genome_CDS_4421","persistent","175","175"
"SRR4301562_complete_genome_CDS_4453","persistent","175","176"
"SRR4301562_complete_genome_CDS_4485","persistent","175","175"
"SRR4301562_complete_genome_CDS_4517","persistent","175","175"
"SRR4301562_complete_genome_CDS_4549","persistent","175","175"
"SRR4301562_complete_genome_CDS_4581","persistent","175","194"
"SRR4301562_complete_genome_CDS_4613","persistent","175","175"
"SRR4301562_complete_genome_CDS_4645","persistent","175","175"
"SRR4301562_complete_genome_CDS_4677","persistent","175","176"
"SRR4301562_complete_genome_CDS_4709","persistent","174","187"
"SRR4301562_complete_genome_CDS_4869","persistent","175","180"
"SRR15376149_complete_genome_CDS_4088","persistent","175","175"
"SRR15376149_complete_genome_CDS_4120","persistent","175","175"
"SRR15376149_complete_genome_CDS_4152","persistent","175","175"
"SRR15376149_complete_genome_CDS_4184","persistent","175","218"
"SRR15376149_complete_genome_CDS_4216","persistent","175","175"
"SRR15376149_complete_genome_CDS_4248","persistent","173","173"
"SRR15376149_complete_genome_CDS_4953","persistent","175","175"
"SRR15376149_complete_genome_CDS_4985","persistent","175","175"
"SRR15376149_complete_genome_CDS_5018","persistent","175","175"
"SRR15376149_complete_genome_CDS_5051","persistent","175","175"
"SRR15376149_complete_genome_CDS_5083","persistent","175","175"
"SRR15376149_complete_genome_CDS_5115","persistent","175","175"
"SRR15376149_complete_genome_CDS_5148","persistent","175","176"
"SRR15376149_complete_genome_CDS_5180","persistent","175","175"
"SRR15376149_complete_genome_CDS_5212","persistent","175","176"
"SRR6929637_complete_genome_CDS_0015","persistent","174","174"
"SRR6929637_complete_genome_CDS_0881","persistent","175","175"
"SRR6929637_complete_genome_CDS_0945","persistent","174","174"
"SRR6929637_complete_genome_CDS_0977","persistent","175","175"
"SRR6929637_complete_genome_CDS_1009","persistent","175","175"
"SRR6929637_complete_genome_CDS_1041","persistent","175","175"
"SRR6929637_complete_genome_CDS_1073","persistent","175","175"
"SRR6929637_complete_genome_CDS_1105","persistent","175","175"
"SRR6929637_complete_genome_CDS_1138","persistent","175","175"
"SRR6929637_complete_genome_CDS_1202","persistent","175","175"
"SRR6929637_complete_genome_CDS_1235","persistent","175","175"
"SRR6929637_complete_genome_CDS_1267","persistent","175","175"
"SRR6929637_complete_genome_CDS_1299","persistent","175","175"
"SRR6929637_complete_genome_CDS_1331","persistent","175","175"
"SRR6929637_complete_genome_CDS_1363","persistent","175","175"
"SRR6929637_complete_genome_CDS_1395","persistent","175","175"
"SRR6929637_complete_genome_CDS_1427","persistent","175","177"
"SRR6929637_complete_genome_CDS_1683","shell","44","46"
"SRR6929637_complete_genome_CDS_1748","persistent","175","175"
"SRR6929637_complete_genome_CDS_1908","persistent","175","327"
"SRR10119414_complete_genome_CDS_4595","persistent","175","175"
"SRR10119414_complete_genome_CDS_4851","shell","121","121"
"SRR3180502_complete_genome_CDS_1108","shell","17","18"
"SRR3180502_complete_genome_CDS_1428","shell","21","21"
"SRR3180502_complete_genome_CDS_1460","persistent","175","176"
"SRR3180502_complete_genome_CDS_1492","persistent","175","175"
"SRR6118141_complete_genome_CDS_0734","persistent","175","175"
"SRR6118141_complete_genome_CDS_0766","persistent","175","175"
"SRR6118141_complete_genome_CDS_0798","persistent","175","175"
"SRR6118141_complete_genome_CDS_0830","persistent","175","175"
"SRR6118141_complete_genome_CDS_0862","persistent","175","175"
"SRR6118141_complete_genome_CDS_0894","persistent","175","175"
"SRR6118141_complete_genome_CDS_1472","shell","43","43"
"SRR6118141_complete_genome_CDS_1632","shell","98","98"
"SRR6118141_complete_genome_CDS_2080","shell","119","120"
"SRR6118141_complete_genome_CDS_2241","persistent","174","174"
"SRR6118141_complete_genome_CDS_2945","cloud","1","1"
"SRR6929629_complete_genome_CDS_0031","persistent","175","175"
"SRR6929629_complete_genome_CDS_0063","persistent","175","175"
"SRR6929629_complete_genome_CDS_0095","persistent","175","175"
"SRR6929629_complete_genome_CDS_0223","persistent","175","175"
"SRR6929629_complete_genome_CDS_2499","persistent","175","175"
"SRR6929629_complete_genome_CDS_2820","persistent","175","176"
"SRR4301554_complete_genome_CDS_0011","persistent","175","175"
"SRR4301554_complete_genome_CDS_0653","shell","160","160"
"SRR4301554_complete_genome_CDS_0685","persistent","175","178"
"SRR4301554_complete_genome_CDS_0717","persistent","175","175"
"SRR4301554_complete_genome_CDS_0749","persistent","175","175"
"SRR15376153_complete_genome_CDS_2651","shell","14","14"
"SRR15376153_complete_genome_CDS_2907","shell","59","65"
"SRR15376153_complete_genome_CDS_4316","shell","169","169"
"SRR15376153_complete_genome_CDS_4797","persistent","175","175"
"SRR15415620_complete_genome_CDS_5393","cloud","1","1"
"DRR381635_complete_genome_CDS_5272","cloud","4","4"
"SRR4301569_complete_genome_CDS_2209","persistent","174","176"
"SRR4301569_complete_genome_CDS_2433","persistent","174","215"
"SRR4301569_complete_genome_CDS_2465","persistent","174","175"
"SRR4301569_complete_genome_CDS_2497","persistent","175","176"
"SRR4301569_complete_genome_CDS_2529","persistent","175","176"
"SRR4301569_complete_genome_CDS_2850","persistent","175","175"
"SRR6929622_complete_genome_CDS_1451","shell","61","61"
"SRR6929622_complete_genome_CDS_1483","shell","63","64"
"SRR6929622_complete_genome_CDS_3308","persistent","175","175"
"SRR6929622_complete_genome_CDS_3340","persistent","175","175"
"SRR6929627_complete_genome_CDS_1868","shell","51","53"
"SRR6929627_complete_genome_CDS_2957","persistent","175","176"
"SRR6929627_complete_genome_CDS_3341","persistent","175","175"
"SRR6929627_complete_genome_CDS_3437","persistent","173","173"
"SRR6929627_complete_genome_CDS_3469","persistent","175","179"
"SRR4301525_complete_genome_CDS_5293","persistent","175","178"
"SRR14419377_complete_genome_CDS_0052","persistent","175","175"
"SRR14419377_complete_genome_CDS_0084","persistent","175","176"
"SRR14419377_complete_genome_CDS_0116","persistent","175","175"
"SRR8192791_complete_genome_CDS_0252","shell","63","67"
"SRR8192791_complete_genome_CDS_0700","shell","57","57"
"SRR8192791_complete_genome_CDS_2690","cloud","1","1"
"SRR15376153_complete_genome_CDS_2107","persistent","174","174"
"SRR15376153_complete_genome_CDS_2203","persistent","175","175"
"SRR15415611_complete_genome_CDS_1665","shell","42","42"
"SRR15415611_complete_genome_CDS_1697","shell","14","14"
"DRR381603_complete_genome_CDS_1964","persistent","175","486"
"DRR381603_complete_genome_CDS_2636","shell","63","67"
"DRR381603_complete_genome_CDS_3052","shell","20","20"
"SRR9994125_complete_genome_CDS_2788","shell","26","26"
"SRR15415574_complete_genome_CDS_4264","persistent","175","175"
"SRR15415574_complete_genome_CDS_5199","cloud","3","3"
"SRR3191403_complete_genome_CDS_1354","shell","38","40"
"SRR3191403_complete_genome_CDS_2123","cloud","5","6"
"SRR6929634_complete_genome_CDS_5241","cloud","6","6"
"SRR6929634_complete_genome_CDS_5305","cloud","1","1"
"SRR10520171_complete_genome_CDS_1423","cloud","3","3"
"SRR10520171_complete_genome_CDS_1871","shell","8","8"
"SRR9994124_complete_genome_CDS_4245","cloud","1","1"
"SRR15415621_complete_genome_CDS_0165","shell","24","24"
"SRR15415620_complete_genome_CDS_5040","cloud","1","1"
"SRR15415620_complete_genome_CDS_5394","cloud","1","1"
"DRR381635_complete_genome_CDS_1552","shell","23","23"
"SRR3191403_complete_genome_CDS_1035","cloud","7","7"
"SRR3191403_complete_genome_CDS_1067","cloud","7","7"
"SRR3191403_complete_genome_CDS_2444","shell","11","11"
"SRR4301571_complete_genome_CDS_3565","cloud","5","5"
"DRR381634_complete_genome_CDS_4658","cloud","7","7"
"DRR381634_complete_genome_CDS_4916","persistent","175","175"
"SRR3180502_complete_genome_CDS_5216","cloud","3","3"
"SRR3180502_complete_genome_CDS_5248","cloud","5","5"
"DRR381669_complete_genome_CDS_1319","cloud","1","1"
"SRR13160357_complete_genome_CDS_5304","cloud","5","5"
"SRR13160357_complete_genome_CDS_5336","cloud","6","6"
"SRR13160357_complete_genome_CDS_5400","cloud","5","5"
"DRR381665_complete_genome_CDS_2259","shell","8","8"
"SRR13160360_complete_genome_CDS_5373","cloud","5","5"
"SRR15415620_complete_genome_CDS_0071","cloud","3","3"
"SRR15415620_complete_genome_CDS_0295","persistent","175","175"
"SRR15376143_complete_genome_CDS_1465","shell","13","13"
"SRR4301513_complete_genome_CDS_5486","cloud","3","11"
"SRR4301513_complete_genome_CDS_5518","cloud","3","3"
"SRR9694420_complete_genome_CDS_0408","cloud","2","2"
"SRR4301574_complete_genome_CDS_5377","cloud","1","1"
"SRR15415578_complete_genome_CDS_2217","cloud","1","1"
"SRR4301527_complete_genome_CDS_3022","shell","128","131"
"SRR6118142_complete_genome_CDS_1487","shell","17","18"
"SRR6929611_complete_genome_CDS_5292","cloud","1","1"
"SRR6929611_complete_genome_CDS_5324","cloud","1","1"
"SRR6929611_complete_genome_CDS_5388","cloud","1","1"
