"Gene","Non-unique Gene name","No. isolates","No. sequences"
"SRR6929602_assembly_CDS_2056","persistent","175","175"
"SRR6929602_assembly_CDS_2088","persistent","175","175"
"SRR6929602_assembly_CDS_2120","shell","164","164"
"SRR6929602_assembly_CDS_2152","persistent","175","175"
"SRR6929602_assembly_CDS_2184","persistent","175","175"
"SRR6929602_assembly_CDS_2216","persistent","175","175"
"SRR6929602_assembly_CDS_2248","persistent","175","175"
"SRR6929602_assembly_CDS_2280","persistent","175","175"
"SRR6929602_assembly_CDS_2312","persistent","175","175"
"SRR6929602_assembly_CDS_2344","persistent","173","173"
"SRR6929602_assembly_CDS_2376","persistent","175","175"
"SRR6929602_assembly_CDS_2440","persistent","175","175"
"SRR6929602_assembly_CDS_2472","persistent","175","175"
"SRR6929602_assembly_CDS_2504","persistent","175","175"
"SRR6929602_assembly_CDS_2536","persistent","175","175"
"SRR6929602_assembly_CDS_2568","persistent","175","175"
"SRR6929602_assembly_CDS_2600","persistent","174","174"
"SRR6929602_assembly_CDS_2632","persistent","175","175"
"SRR6929602_assembly_CDS_2664","persistent","175","175"
"SRR6929602_assembly_CDS_2696","persistent","175","176"
"SRR6929602_assembly_CDS_2728","persistent","175","175"
"SRR6929602_assembly_CDS_2760","persistent","175","175"
"SRR6929602_assembly_CDS_2825","persistent","175","175"
"SRR6929602_assembly_CDS_2857","shell","160","160"
"SRR6929602_assembly_CDS_2889","persistent","175","175"
"SRR6929602_assembly_CDS_2921","persistent","175","175"
"SRR6929602_assembly_CDS_2953","persistent","175","175"
"SRR6929602_assembly_CDS_2985","persistent","175","175"
"SRR6929602_assembly_CDS_3049","persistent","175","175"
"SRR6929602_assembly_CDS_3081","persistent","175","175"
"SRR6929602_assembly_CDS_3113","persistent","173","173"
"SRR6929602_assembly_CDS_3145","persistent","169","169"
"SRR6929602_assembly_CDS_3177","shell","165","180"
"SRR6929602_assembly_CDS_3209","persistent","175","175"
"SRR6929602_assembly_CDS_3241","persistent","175","175"
"SRR6929602_assembly_CDS_3273","persistent","172","172"
"SRR6929602_assembly_CDS_3305","persistent","175","175"
"SRR6929602_assembly_CDS_3337","persistent","174","174"
"SRR6929602_assembly_CDS_3369","persistent","175","175"
"SRR6929602_assembly_CDS_3401","persistent","174","174"
"SRR6929602_assembly_CDS_3433","persistent","175","175"
"SRR6929602_assembly_CDS_3465","shell","161","161"
"SRR6929602_assembly_CDS_3497","persistent","175","175"
"SRR6929602_assembly_CDS_3529","persistent","175","175"
"SRR6929602_assembly_CDS_3561","persistent","175","175"
"SRR6929602_assembly_CDS_3593","persistent","175","175"
"SRR6929602_assembly_CDS_3625","persistent","175","175"
"SRR6929602_assembly_CDS_3657","persistent","175","175"
"SRR6929602_assembly_CDS_3689","persistent","175","175"
"SRR6929602_assembly_CDS_3721","persistent","174","174"
"SRR6929602_assembly_CDS_3753","persistent","172","172"
"SRR6929602_assembly_CDS_3785","persistent","175","175"
"SRR6929602_assembly_CDS_3817","persistent","174","174"
"SRR6929602_assembly_CDS_3849","persistent","175","175"
"SRR6929602_assembly_CDS_3882","persistent","175","175"
"SRR6929602_assembly_CDS_3914","shell","166","185"
"SRR6929602_assembly_CDS_3946","persistent","175","175"
"SRR6929602_assembly_CDS_3978","persistent","174","174"
"SRR6929602_assembly_CDS_4010","persistent","175","175"
"SRR6929602_assembly_CDS_4042","persistent","175","175"
"SRR6929602_assembly_CDS_4074","shell","159","247"
"SRR6929602_assembly_CDS_4106","persistent","175","175"
"SRR6929602_assembly_CDS_4138","persistent","175","175"
"SRR6929602_assembly_CDS_4202","persistent","174","174"
"SRR6929602_assembly_CDS_4234","persistent","175","355"
"SRR6929602_assembly_CDS_4266","shell","167","167"
"SRR6929602_assembly_CDS_4298","persistent","175","175"
"SRR6929602_assembly_CDS_4330","persistent","175","175"
"SRR6929602_assembly_CDS_4362","persistent","173","173"
"SRR6929602_assembly_CDS_4394","persistent","170","170"
"SRR6929602_assembly_CDS_4426","persistent","175","175"
"SRR6929602_assembly_CDS_4458","persistent","175","175"
"SRR6929602_assembly_CDS_4490","persistent","174","174"
"SRR6929602_assembly_CDS_4522","persistent","173","173"
"SRR6929602_assembly_CDS_4554","shell","46","46"
"SRR6929602_assembly_CDS_4586","shell","160","162"
"SRR6929602_assembly_CDS_4618","shell","132","132"
"SRR14419377_assembly_CDS_2511","persistent","175","175"
"SRR14419377_assembly_CDS_2543","persistent","175","175"
"SRR14419377_assembly_CDS_2575","persistent","175","175"
"SRR14419377_assembly_CDS_2607","persistent","175","175"
"SRR14419377_assembly_CDS_2639","persistent","175","175"
"SRR14419377_assembly_CDS_2671","persistent","175","175"
"SRR14419377_assembly_CDS_2703","persistent","175","175"
"SRR14419377_assembly_CDS_2735","persistent","175","175"
"SRR14419377_assembly_CDS_2799","persistent","175","175"
"SRR14419377_assembly_CDS_2831","cloud","1","1"
"SRR14419377_assembly_CDS_2895","persistent","175","175"
"SRR14419377_assembly_CDS_2927","persistent","175","175"
"SRR14419377_assembly_CDS_2959","persistent","175","175"
"SRR14419377_assembly_CDS_2991","persistent","169","169"
"SRR14419377_assembly_CDS_3023","persistent","169","169"
"SRR14419377_assembly_CDS_3247","persistent","175","175"
"SRR14419377_assembly_CDS_3279","persistent","175","175"
"SRR14419377_assembly_CDS_3311","persistent","175","175"
"SRR14419377_assembly_CDS_3407","persistent","175","175"
"SRR14419377_assembly_CDS_3535","shell","137","138"
"SRR14419377_assembly_CDS_3567","persistent","175","175"
"SRR14419377_assembly_CDS_3599","shell","130","130"
"SRR14419377_assembly_CDS_3631","persistent","175","175"
"SRR14419377_assembly_CDS_3696","persistent","175","175"
"SRR14419377_assembly_CDS_3728","persistent","175","175"
"SRR14419377_assembly_CDS_3760","persistent","168","176"
"SRR14419377_assembly_CDS_4048","shell","157","157"
"SRR14419377_assembly_CDS_4080","persistent","175","176"
"SRR14419377_assembly_CDS_4112","persistent","174","174"
"SRR14419377_assembly_CDS_4144","shell","162","162"
"SRR14419377_assembly_CDS_4208","persistent","175","175"
"SRR14419377_assembly_CDS_4240","shell","103","121"
"SRR14419377_assembly_CDS_4272","persistent","169","169"
"SRR14419377_assembly_CDS_4304","persistent","175","175"
"SRR14419377_assembly_CDS_4400","persistent","175","175"
"SRR14419377_assembly_CDS_4432","persistent","175","175"
"SRR14419377_assembly_CDS_4464","persistent","173","174"
"SRR14419377_assembly_CDS_4528","shell","165","165"
"SRR14419377_assembly_CDS_4624","cloud","9","9"
"SRR14419377_assembly_CDS_4688","cloud","1","1"
"SRR14419377_assembly_CDS_4720","shell","15","15"
"SRR14419377_assembly_CDS_4784","shell","83","83"
"DRR381603_assembly_CDS_0023","persistent","175","175"
"DRR381603_assembly_CDS_0055","persistent","175","175"
"DRR381603_assembly_CDS_0087","persistent","175","175"
"DRR381603_assembly_CDS_0119","persistent","175","175"
"DRR381603_assembly_CDS_0151","persistent","175","175"
"DRR381603_assembly_CDS_0183","persistent","175","175"
"DRR381603_assembly_CDS_0215","persistent","175","175"
"DRR381603_assembly_CDS_0247","persistent","175","175"
"DRR381603_assembly_CDS_0311","shell","125","125"
"DRR381603_assembly_CDS_0343","persistent","175","175"
"DRR381603_assembly_CDS_0567","persistent","171","171"
"DRR381603_assembly_CDS_0599","persistent","175","175"
"DRR381603_assembly_CDS_0632","persistent","175","175"
"DRR381603_assembly_CDS_0664","persistent","175","175"
"SRR4301514_assembly_CDS_2261","persistent","175","176"
"SRR4301514_assembly_CDS_2325","shell","161","161"
"SRR4301514_assembly_CDS_2389","persistent","175","175"
"SRR4301514_assembly_CDS_2421","persistent","175","175"
"SRR4301514_assembly_CDS_2549","persistent","175","175"
"SRR4301514_assembly_CDS_2613","persistent","175","175"
"SRR4301514_assembly_CDS_2709","persistent","173","173"
"SRR4301514_assembly_CDS_2965","persistent","175","175"
"SRR4301514_assembly_CDS_2997","persistent","175","175"
"SRR4301514_assembly_CDS_3029","persistent","175","175"
"SRR4301514_assembly_CDS_3125","shell","105","105"
"SRR4301514_assembly_CDS_3221","persistent","175","175"
"SRR4301514_assembly_CDS_3253","persistent","175","175"
"SRR4301514_assembly_CDS_3413","shell","56","56"
"SRR4301514_assembly_CDS_3445","persistent","175","175"
"SRR4301514_assembly_CDS_3477","shell","154","154"
"SRR4301514_assembly_CDS_3509","persistent","174","174"
"SRR4301514_assembly_CDS_3573","cloud","9","9"
"SRR4301514_assembly_CDS_3605","persistent","174","174"
"SRR4301514_assembly_CDS_3701","persistent","172","172"
"SRR4301514_assembly_CDS_3733","persistent","175","175"
"SRR4301514_assembly_CDS_3765","persistent","175","175"
"SRR4301514_assembly_CDS_3893","shell","170","170"
"SRR4301514_assembly_CDS_3925","persistent","175","175"
"SRR4301514_assembly_CDS_4021","persistent","175","175"
"SRR4301514_assembly_CDS_4053","persistent","172","172"
"SRR4301514_assembly_CDS_4085","persistent","174","174"
"SRR4301514_assembly_CDS_4117","persistent","175","175"
"SRR4301514_assembly_CDS_4181","persistent","172","175"
"SRR4301514_assembly_CDS_4245","persistent","175","175"
"SRR4301514_assembly_CDS_4277","persistent","173","173"
"SRR4301514_assembly_CDS_4309","persistent","175","175"
"SRR4301514_assembly_CDS_4373","persistent","175","175"
"SRR4301514_assembly_CDS_4405","shell","115","115"
"SRR4301514_assembly_CDS_4501","persistent","175","175"
"SRR4301514_assembly_CDS_4533","persistent","173","665"
"SRR4301514_assembly_CDS_4565","persistent","172","172"
"SRR4301514_assembly_CDS_4693","persistent","175","175"
"SRR4301514_assembly_CDS_4757","shell","166","166"
"SRR4301514_assembly_CDS_4918","shell","164","202"
"SRR4301527_assembly_CDS_0021","persistent","175","175"
"SRR4301527_assembly_CDS_0117","persistent","175","175"
"SRR6929617_assembly_CDS_0246","persistent","175","175"
"SRR6929617_assembly_CDS_0278","persistent","175","175"
"SRR6929617_assembly_CDS_0310","persistent","175","175"
"SRR6929617_assembly_CDS_0374","shell","43","43"
"SRR6929617_assembly_CDS_0407","persistent","175","175"
"SRR6929617_assembly_CDS_0567","persistent","174","174"
"SRR6929617_assembly_CDS_0599","shell","125","127"
"SRR6929617_assembly_CDS_0631","persistent","175","175"
"SRR6929617_assembly_CDS_0663","persistent","175","175"
"SRR6929617_assembly_CDS_0695","persistent","175","175"
"SRR6929617_assembly_CDS_0791","persistent","174","174"
"SRR6929617_assembly_CDS_0823","persistent","175","175"
"SRR6929617_assembly_CDS_0855","persistent","175","175"
"SRR6929617_assembly_CDS_0887","persistent","175","175"
"SRR6929617_assembly_CDS_0919","persistent","175","224"
"SRR6929617_assembly_CDS_0951","persistent","175","175"
"SRR6929617_assembly_CDS_0983","persistent","175","175"
"SRR6929617_assembly_CDS_1015","persistent","175","175"
"SRR6929617_assembly_CDS_1047","persistent","175","175"
"SRR6929617_assembly_CDS_1208","persistent","175","176"
"SRR6929617_assembly_CDS_1240","persistent","175","175"
"SRR6929617_assembly_CDS_1272","shell","161","161"
"SRR6929617_assembly_CDS_1432","persistent","175","175"
"SRR6929617_assembly_CDS_1496","persistent","175","175"
"SRR6929617_assembly_CDS_1720","persistent","175","175"
"SRR6929617_assembly_CDS_1752","shell","162","162"
"SRR6929617_assembly_CDS_1784","persistent","175","175"
"SRR6929617_assembly_CDS_1816","persistent","175","175"
"SRR6929617_assembly_CDS_1848","persistent","175","175"
"SRR6929617_assembly_CDS_1880","persistent","175","175"
"SRR6929617_assembly_CDS_1912","persistent","175","175"
"SRR6929617_assembly_CDS_1976","persistent","175","175"
"SRR6929617_assembly_CDS_2008","persistent","175","175"
"SRR6929617_assembly_CDS_2040","persistent","175","175"
"SRR6929617_assembly_CDS_2072","persistent","170","170"
"SRR6929617_assembly_CDS_2104","persistent","175","175"
"SRR6929617_assembly_CDS_2136","persistent","175","175"
"SRR6929617_assembly_CDS_2168","persistent","175","175"
"SRR6929617_assembly_CDS_2264","persistent","175","175"
"SRR6929617_assembly_CDS_2296","persistent","175","175"
"SRR6929617_assembly_CDS_2424","persistent","175","175"
"SRR6929617_assembly_CDS_2456","persistent","175","175"
"SRR6929617_assembly_CDS_2488","persistent","175","175"
"SRR6929617_assembly_CDS_2616","persistent","171","171"
"SRR6929617_assembly_CDS_2648","persistent","175","175"
"SRR6929617_assembly_CDS_2904","persistent","175","175"
"SRR6929617_assembly_CDS_2936","persistent","175","176"
"SRR6929617_assembly_CDS_2968","persistent","175","175"
"SRR6929617_assembly_CDS_3000","persistent","175","175"
"SRR6929617_assembly_CDS_3032","persistent","174","174"
"SRR6929617_assembly_CDS_3064","persistent","175","175"
"SRR4301544_assembly_CDS_3736","cloud","1","1"
"SRR15415613_assembly_CDS_3141","cloud","2","2"
"SRR15415613_assembly_CDS_3173","cloud","2","2"
"SRR4301513_assembly_CDS_3994","cloud","3","3"
"SRR4301513_assembly_CDS_4058","cloud","2","2"
"SRR4301513_assembly_CDS_5050","cloud","1","1"
"SRR15415540_assembly_CDS_3690","cloud","1","1"
"SRR15415555_assembly_CDS_2028","persistent","175","175"
"SRR4301548_assembly_CDS_3198","cloud","7","7"
"SRR4301579_assembly_CDS_2458","cloud","1","1"
"SRR15376146_assembly_CDS_4682","cloud","1","1"
"SRR15415613_assembly_CDS_3143","cloud","2","2"
"SRR15415613_assembly_CDS_4872","cloud","2","2"
"SRR15415574_assembly_CDS_2454","persistent","175","175"
"SRR15415574_assembly_CDS_2870","cloud","2","2"
"SRR4301571_assembly_CDS_3465","cloud","2","2"
"SRR4301571_assembly_CDS_3497","cloud","2","2"
"SRR4301571_assembly_CDS_3529","cloud","2","2"
"SRR4301571_assembly_CDS_3561","cloud","2","2"
"SRR4301579_assembly_CDS_2459","cloud","1","1"
"SRR14419383_assembly_CDS_4280","cloud","1","1"
"SRR3191403_assembly_CDS_4754","cloud","1","1"
"SRR15415555_assembly_CDS_3950","cloud","1","1"
"SRR4301494_assembly_CDS_1208","cloud","1","1"
"SRR4301521_assembly_CDS_4548","cloud","1","1"
"SRR15376145_assembly_CDS_4008","cloud","2","2"
"SRR15376154_assembly_CDS_3944","cloud","2","2"
"SRR15415542_assembly_CDS_3553","persistent","175","175"
"SRR15415542_assembly_CDS_4450","shell","165","165"
"SRR6929634_assembly_CDS_4307","cloud","1","1"
"SRR7460819_assembly_CDS_2931","persistent","175","175"
"SRR15415532_assembly_CDS_0137","persistent","175","176"
"SRR15415620_assembly_CDS_3999","cloud","1","1"
"SRR15415620_assembly_CDS_4831","shell","52","52"
"SRR4301571_assembly_CDS_3474","cloud","2","2"
"SRR5413253_assembly_CDS_4647","cloud","1","1"
"SRR15415540_assembly_CDS_3318","cloud","1","1"
"SRR15415532_assembly_CDS_3693","cloud","1","1"
"SRR6929611_assembly_CDS_4545","cloud","3","3"
"SRR4301514_assembly_CDS_1524","cloud","2","2"
"SRR4301514_assembly_CDS_1556","cloud","3","3"
"SRR15376149_assembly_CDS_4675","cloud","2","2"
"SRR15415620_assembly_CDS_4610","cloud","2","2"
"SRR15415620_assembly_CDS_4706","cloud","2","2"
"SRR4301548_assembly_CDS_3211","cloud","2","2"
"SRR4301562_assembly_CDS_3766","cloud","2","2"
"SRR13160357_assembly_CDS_0769","persistent","175","175"
"SRR13160357_assembly_CDS_0801","persistent","174","174"
"SRR13160357_assembly_CDS_0833","persistent","175","175"
"SRR13160357_assembly_CDS_0865","persistent","175","175"
"SRR13160357_assembly_CDS_0897","persistent","175","175"
"SRR13160357_assembly_CDS_0961","persistent","174","174"
"SRR13160357_assembly_CDS_0993","persistent","175","175"
"SRR13160357_assembly_CDS_1025","persistent","174","174"
"SRR13160357_assembly_CDS_1057","persistent","175","175"
"SRR13160357_assembly_CDS_1089","persistent","175","175"
"SRR13160357_assembly_CDS_1121","persistent","175","175"
"SRR13160357_assembly_CDS_1153","persistent","175","175"
"SRR13160357_assembly_CDS_1186","persistent","169","169"
"SRR13160357_assembly_CDS_1218","persistent","175","175"
"SRR13160357_assembly_CDS_1251","persistent","175","175"
"SRR13160357_assembly_CDS_1283","persistent","175","176"
"SRR13160357_assembly_CDS_1315","persistent","175","175"
"SRR13160357_assembly_CDS_1347","persistent","175","175"
"SRR13160357_assembly_CDS_1379","shell","162","162"
"SRR13160357_assembly_CDS_1411","persistent","175","175"
"SRR13160357_assembly_CDS_1443","persistent","175","175"
"SRR13160357_assembly_CDS_1475","persistent","175","175"
"SRR13160357_assembly_CDS_1539","persistent","175","175"
"SRR13160357_assembly_CDS_1571","persistent","175","175"
"SRR13160357_assembly_CDS_1603","persistent","175","175"
"SRR13160357_assembly_CDS_1635","persistent","175","175"
"SRR13160357_assembly_CDS_1667","persistent","175","175"
"SRR13160357_assembly_CDS_1731","persistent","175","175"
"SRR13160357_assembly_CDS_1763","persistent","175","175"
"SRR13160357_assembly_CDS_1795","persistent","175","175"
"SRR13160357_assembly_CDS_1827","persistent","175","175"
"SRR13160357_assembly_CDS_1923","persistent","175","175"
"SRR13160357_assembly_CDS_1955","persistent","175","175"
"SRR13160357_assembly_CDS_1987","persistent","173","173"
"SRR13160357_assembly_CDS_2019","persistent","175","175"
"SRR13160357_assembly_CDS_2051","persistent","175","175"
"SRR13160357_assembly_CDS_2083","persistent","175","175"
"SRR13160357_assembly_CDS_2115","persistent","175","175"
"SRR13160357_assembly_CDS_2147","persistent","175","175"
"SRR13160357_assembly_CDS_2179","persistent","175","175"
"SRR13160357_assembly_CDS_2211","persistent","175","175"
"SRR13160357_assembly_CDS_2243","persistent","175","176"
"SRR13160357_assembly_CDS_2275","persistent","172","172"
"SRR13160357_assembly_CDS_2307","persistent","175","175"
"SRR13160357_assembly_CDS_2339","persistent","175","175"
"SRR13160357_assembly_CDS_2371","persistent","175","175"
"SRR13160357_assembly_CDS_2403","persistent","175","175"
"SRR13160357_assembly_CDS_2435","persistent","175","175"
"SRR13160357_assembly_CDS_2499","persistent","174","174"
"SRR13160357_assembly_CDS_2531","persistent","175","175"
"SRR13160357_assembly_CDS_2563","persistent","175","175"
"SRR13160357_assembly_CDS_2595","persistent","174","176"
"SRR13160357_assembly_CDS_2627","persistent","175","175"
"SRR13160357_assembly_CDS_2659","persistent","175","175"
"SRR13160357_assembly_CDS_2755","persistent","175","175"
"SRR13160357_assembly_CDS_2787","persistent","172","172"
"SRR13160357_assembly_CDS_2819","persistent","175","175"
"SRR13160357_assembly_CDS_2851","persistent","172","172"
"SRR13160357_assembly_CDS_2883","shell","168","168"
"SRR13160357_assembly_CDS_2915","persistent","175","182"
"SRR13160357_assembly_CDS_2947","persistent","175","175"
"SRR13160357_assembly_CDS_2979","persistent","175","175"
"SRR13160357_assembly_CDS_3043","persistent","175","175"
"SRR13160357_assembly_CDS_3075","persistent","175","175"
"SRR13160357_assembly_CDS_3107","persistent","175","175"
"SRR13160357_assembly_CDS_3139","persistent","175","175"
"SRR13160357_assembly_CDS_3171","persistent","175","175"
"SRR13160357_assembly_CDS_3203","persistent","175","175"
"SRR13160357_assembly_CDS_3267","cloud","6","6"
"SRR13160357_assembly_CDS_3299","cloud","5","5"
"SRR13160357_assembly_CDS_3331","cloud","5","5"
"SRR13160357_assembly_CDS_3363","persistent","175","175"
"SRR13160357_assembly_CDS_3395","persistent","175","175"
"SRR13160357_assembly_CDS_3427","persistent","175","177"
"SRR13160357_assembly_CDS_3459","persistent","173","173"
"SRR13160357_assembly_CDS_3491","shell","55","57"
"SRR13160357_assembly_CDS_3523","persistent","175","175"
"SRR13160357_assembly_CDS_3556","shell","53","53"
"SRR13160357_assembly_CDS_3588","persistent","169","169"
"SRR13160357_assembly_CDS_3620","persistent","174","174"
"SRR13160357_assembly_CDS_3652","persistent","169","169"
"SRR13160357_assembly_CDS_3684","persistent","175","175"
"SRR13160357_assembly_CDS_3716","shell","126","175"
"SRR13160357_assembly_CDS_3748","persistent","175","175"
"SRR13160357_assembly_CDS_3780","shell","163","163"
"SRR13160357_assembly_CDS_3812","persistent","175","175"
"SRR13160357_assembly_CDS_3844","persistent","172","172"
"SRR13160357_assembly_CDS_3908","persistent","175","175"
"SRR13160357_assembly_CDS_3940","persistent","175","225"
"SRR6929639_assembly_CDS_2806","persistent","175","175"
"SRR6929639_assembly_CDS_2838","persistent","175","175"
"SRR6929639_assembly_CDS_2870","persistent","173","173"
"SRR6929639_assembly_CDS_2902","persistent","175","175"
"SRR6929639_assembly_CDS_2934","persistent","175","175"
"SRR6929639_assembly_CDS_2966","persistent","175","175"
"SRR6929639_assembly_CDS_3030","shell","157","157"
"SRR6929639_assembly_CDS_3062","shell","129","129"
"SRR6929639_assembly_CDS_3094","persistent","175","175"
"SRR6929639_assembly_CDS_3126","persistent","175","175"
"SRR6929639_assembly_CDS_3158","persistent","175","175"
"SRR6929639_assembly_CDS_3190","persistent","175","176"
"SRR6929639_assembly_CDS_3222","persistent","169","169"
"SRR6929639_assembly_CDS_3254","persistent","169","169"
"SRR6929639_assembly_CDS_3286","shell","99","99"
"SRR6929639_assembly_CDS_3318","persistent","175","175"
"SRR6929639_assembly_CDS_3350","persistent","175","175"
"SRR6929639_assembly_CDS_3382","persistent","175","175"
"SRR6929639_assembly_CDS_3414","shell","167","169"
"SRR6929639_assembly_CDS_3446","persistent","175","175"
"SRR6929639_assembly_CDS_3478","persistent","174","174"
"SRR6929639_assembly_CDS_3542","persistent","175","175"
"SRR6929639_assembly_CDS_3862","persistent","175","175"
"SRR6929639_assembly_CDS_3958","persistent","173","174"
"SRR6929639_assembly_CDS_3990","persistent","175","175"
"SRR6929639_assembly_CDS_4023","persistent","175","175"
"SRR6929639_assembly_CDS_4087","persistent","175","175"
"SRR6929639_assembly_CDS_4119","persistent","172","172"
"SRR6929639_assembly_CDS_4151","persistent","175","175"
"SRR6929639_assembly_CDS_4183","persistent","175","175"
"SRR6929639_assembly_CDS_4215","persistent","175","175"
"SRR6929639_assembly_CDS_4247","shell","163","163"
"SRR6929639_assembly_CDS_4279","persistent","172","172"
"SRR6929639_assembly_CDS_4343","persistent","170","170"
"SRR6929639_assembly_CDS_4407","shell","119","120"
"SRR6929639_assembly_CDS_4439","persistent","175","175"
"SRR6929639_assembly_CDS_4471","shell","165","165"
"SRR6929639_assembly_CDS_4503","shell","115","115"
"SRR6929639_assembly_CDS_4567","shell","109","128"
"SRR6929639_assembly_CDS_4695","shell","46","51"
"SRR6929639_assembly_CDS_4823","persistent","172","172"
"SRR6929639_assembly_CDS_4887","shell","166","166"
"SRR5864678_assembly_CDS_0040","persistent","175","175"
"SRR5864678_assembly_CDS_0072","persistent","175","175"
"SRR5864678_assembly_CDS_0104","persistent","175","175"
"SRR5864678_assembly_CDS_0136","persistent","174","174"
"SRR5864678_assembly_CDS_0200","persistent","175","175"
"SRR5864678_assembly_CDS_0232","persistent","174","185"
"SRR5864678_assembly_CDS_0360","persistent","175","175"
"SRR5864678_assembly_CDS_0392","persistent","175","175"
"SRR5864678_assembly_CDS_0424","persistent","175","175"
"SRR5864678_assembly_CDS_0456","persistent","175","175"
"SRR5864678_assembly_CDS_0488","persistent","175","175"
"SRR5864678_assembly_CDS_0520","persistent","175","175"
"SRR5864678_assembly_CDS_0552","persistent","175","175"
"SRR5864678_assembly_CDS_0585","persistent","173","173"
"SRR5864678_assembly_CDS_0617","persistent","174","174"
"SRR5864678_assembly_CDS_0649","persistent","175","182"
"SRR5864678_assembly_CDS_0681","persistent","175","175"
"SRR5864678_assembly_CDS_0713","persistent","175","175"
"SRR5864678_assembly_CDS_0777","persistent","175","175"
"SRR5864678_assembly_CDS_0809","persistent","175","175"
"SRR5864678_assembly_CDS_0841","persistent","175","175"
"SRR5864678_assembly_CDS_0873","persistent","175","175"
"SRR5864678_assembly_CDS_0905","persistent","175","175"
"SRR5864678_assembly_CDS_0937","persistent","175","175"
"SRR5864678_assembly_CDS_0969","persistent","175","175"
"SRR5864678_assembly_CDS_1001","persistent","175","175"
"SRR3195852_assembly_CDS_1292","persistent","175","175"
"SRR3195852_assembly_CDS_1324","persistent","175","175"
"SRR3195852_assembly_CDS_1356","persistent","171","171"
"SRR3195852_assembly_CDS_1388","shell","159","159"
"SRR3195852_assembly_CDS_1836","persistent","175","175"
"SRR3195852_assembly_CDS_1868","persistent","175","175"
"SRR3195852_assembly_CDS_1900","persistent","175","175"
"SRR3195852_assembly_CDS_2188","persistent","174","174"
"SRR3195852_assembly_CDS_2220","persistent","175","175"
"SRR3195852_assembly_CDS_2284","persistent","175","175"
"SRR3195852_assembly_CDS_2316","persistent","175","175"
"SRR3195852_assembly_CDS_2348","persistent","175","175"
"SRR3195852_assembly_CDS_2380","persistent","175","175"
"SRR3195852_assembly_CDS_2508","persistent","175","175"
"SRR3195852_assembly_CDS_2572","persistent","175","175"
"SRR3195852_assembly_CDS_2604","persistent","175","175"
"SRR3195852_assembly_CDS_2637","persistent","175","175"
"SRR3195852_assembly_CDS_2797","persistent","173","173"
"SRR3195852_assembly_CDS_2829","persistent","169","169"
"SRR3195852_assembly_CDS_2861","persistent","175","175"
"SRR3195852_assembly_CDS_2893","persistent","175","175"
"SRR3195852_assembly_CDS_2925","persistent","175","175"
"SRR3195852_assembly_CDS_2957","persistent","175","175"
"SRR3195852_assembly_CDS_2989","persistent","174","174"
"SRR3195852_assembly_CDS_3181","persistent","175","175"
"SRR3195852_assembly_CDS_3213","shell","121","121"
"SRR3195852_assembly_CDS_3277","persistent","175","176"
"SRR3195852_assembly_CDS_3373","persistent","175","175"
"SRR3195852_assembly_CDS_3501","persistent","175","175"
"SRR3195852_assembly_CDS_3565","persistent","174","174"
"SRR3195852_assembly_CDS_3597","persistent","175","175"
"SRR3195852_assembly_CDS_3693","shell","56","56"
"SRR3195852_assembly_CDS_3725","persistent","175","175"
"SRR3195852_assembly_CDS_3789","persistent","175","176"
"SRR3195852_assembly_CDS_3821","persistent","175","175"
"SRR3195852_assembly_CDS_3853","persistent","175","175"
"SRR3195852_assembly_CDS_3885","persistent","175","175"
"SRR3195852_assembly_CDS_3981","persistent","172","172"
"SRR3195852_assembly_CDS_4173","shell","146","148"
"SRR3195852_assembly_CDS_4333","shell","166","166"
"SRR3195852_assembly_CDS_4365","persistent","175","175"
"SRR15376154_assembly_CDS_0238","persistent","175","175"
"SRR15376154_assembly_CDS_0622","persistent","174","174"
"SRR15376154_assembly_CDS_0654","persistent","175","175"
"SRR15376154_assembly_CDS_0686","persistent","175","175"
"SRR15376154_assembly_CDS_0718","persistent","175","175"
"SRR15376154_assembly_CDS_1199","persistent","175","175"
"SRR15376154_assembly_CDS_1327","persistent","175","175"
"SRR15376154_assembly_CDS_1359","persistent","175","175"
"SRR15376154_assembly_CDS_1391","persistent","175","175"
"SRR15376154_assembly_CDS_1423","persistent","175","175"
"SRR15376154_assembly_CDS_1583","persistent","175","175"
"SRR15376154_assembly_CDS_1615","persistent","175","175"
"SRR15376154_assembly_CDS_1647","persistent","175","176"
"SRR15376154_assembly_CDS_1679","persistent","175","175"
"SRR15376154_assembly_CDS_1711","persistent","175","175"
"SRR15376154_assembly_CDS_1999","persistent","175","175"
"SRR15376154_assembly_CDS_2031","persistent","175","175"
"SRR15376154_assembly_CDS_2063","shell","163","163"
"SRR6929608_assembly_CDS_1526","persistent","174","174"
"SRR6929608_assembly_CDS_1590","persistent","175","175"
"SRR6929608_assembly_CDS_1846","persistent","175","175"
"SRR6929608_assembly_CDS_2454","persistent","175","175"
"SRR6929608_assembly_CDS_2582","persistent","175","175"
"SRR6929608_assembly_CDS_2614","persistent","175","177"
"SRR6929608_assembly_CDS_2646","persistent","175","175"
"SRR6929608_assembly_CDS_2678","persistent","175","177"
"SRR6929608_assembly_CDS_2742","persistent","175","175"
"SRR6929608_assembly_CDS_2998","persistent","175","175"
"SRR6929608_assembly_CDS_3030","persistent","175","175"
"SRR6929608_assembly_CDS_3062","persistent","175","175"
"SRR6929608_assembly_CDS_3094","persistent","175","175"
