"Isolate","Stx_type","virulencefinder_stx_complete","contig_stx_blast_assembly","fragmentation_status","Tool","complete_genomes","stx_value","stx_profile","TP","FP","FN"
"SRR15376152","stx_A",2,3,"Fragmented stx","Panaroo",89,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_B",2,1,"Collapsed stx","Panaroo",89,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_A",2,3,"Fragmented stx","Panaroo",100,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_B",2,1,"Collapsed stx","Panaroo",100,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_A",2,3,"Fragmented stx","ggCaller",0,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_B",2,1,"Collapsed stx","ggCaller",0,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_A",2,3,"Fragmented stx","ggCaller",11,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_B",2,1,"Collapsed stx","ggCaller",11,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_A",2,3,"Fragmented stx","ggCaller",50,3,"stx2a; stx2a",2,1,0
"SRR15376152","stx_B",2,1,"Collapsed stx","ggCaller",50,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_A",2,3,"Fragmented stx","ggCaller",89,3,"stx2a; stx2a",2,1,0
"SRR15376152","stx_B",2,1,"Collapsed stx","ggCaller",89,1,"stx2a; stx2a",1,0,1
"SRR15376152","stx_A",2,3,"Fragmented stx","ggCaller",100,3,"stx2a; stx2a",2,1,0
"SRR15376152","stx_B",2,1,"Collapsed stx","ggCaller",100,1,"stx2a; stx2a",1,0,1
"SRR15376153","stx_A",2,6,"Fragmented stx","BAKTA",0,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_B",2,4,"Fragmented stx","BAKTA",0,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_A",2,6,"Fragmented stx","BAKTA",100,2,"stx2a; stx2c",2,0,0
"SRR15376153","stx_B",2,4,"Fragmented stx","BAKTA",100,2,"stx2a; stx2c",2,0,0
"SRR15376153","stx_A",2,6,"Fragmented stx","PPanGGOLiN",0,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_B",2,4,"Fragmented stx","PPanGGOLiN",0,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_A",2,6,"Fragmented stx","PPanGGOLiN",11,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_B",2,4,"Fragmented stx","PPanGGOLiN",11,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_A",2,6,"Fragmented stx","PPanGGOLiN",50,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_B",2,4,"Fragmented stx","PPanGGOLiN",50,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_A",2,6,"Fragmented stx","PPanGGOLiN",89,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_B",2,4,"Fragmented stx","PPanGGOLiN",89,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_A",2,6,"Fragmented stx","PPanGGOLiN",100,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_B",2,4,"Fragmented stx","PPanGGOLiN",100,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_A",2,6,"Fragmented stx","Panaroo",0,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_B",2,4,"Fragmented stx","Panaroo",0,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_A",2,6,"Fragmented stx","Panaroo",11,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_B",2,4,"Fragmented stx","Panaroo",11,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_A",2,6,"Fragmented stx","Panaroo",50,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_B",2,4,"Fragmented stx","Panaroo",50,2,"stx2a; stx2c",2,0,0
"SRR15376153","stx_A",2,6,"Fragmented stx","Panaroo",89,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_B",2,4,"Fragmented stx","Panaroo",89,2,"stx2a; stx2c",2,0,0
"SRR15376153","stx_A",2,6,"Fragmented stx","Panaroo",100,1,"stx2a; stx2c",1,0,1
"SRR15376153","stx_B",2,4,"Fragmented stx","Panaroo",100,2,"stx2a; stx2c",2,0,0
"SRR15376153","stx_A",2,6,"Fragmented stx","ggCaller",0,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_B",2,4,"Fragmented stx","ggCaller",0,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_A",2,6,"Fragmented stx","ggCaller",11,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_B",2,4,"Fragmented stx","ggCaller",11,0,"stx2a; stx2c",0,0,2
"SRR15376153","stx_A",2,6,"Fragmented stx","ggCaller",50,3,"stx2a; stx2c",2,1,0
"SRR15376153","stx_B",2,4,"Fragmented stx","ggCaller",50,2,"stx2a; stx2c",2,0,0
"SRR15376153","stx_A",2,6,"Fragmented stx","ggCaller",89,3,"stx2a; stx2c",2,1,0
"SRR15376153","stx_B",2,4,"Fragmented stx","ggCaller",89,2,"stx2a; stx2c",2,0,0
"SRR15376153","stx_A",2,6,"Fragmented stx","ggCaller",100,3,"stx2a; stx2c",2,1,0
"SRR15376153","stx_B",2,4,"Fragmented stx","ggCaller",100,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_A",2,6,"Fragmented stx","BAKTA",0,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_B",2,4,"Fragmented stx","BAKTA",0,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_A",2,6,"Fragmented stx","BAKTA",100,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_B",2,4,"Fragmented stx","BAKTA",100,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_A",2,6,"Fragmented stx","PPanGGOLiN",0,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_B",2,4,"Fragmented stx","PPanGGOLiN",0,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_A",2,6,"Fragmented stx","PPanGGOLiN",11,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_B",2,4,"Fragmented stx","PPanGGOLiN",11,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_A",2,6,"Fragmented stx","PPanGGOLiN",50,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_B",2,4,"Fragmented stx","PPanGGOLiN",50,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_A",2,6,"Fragmented stx","PPanGGOLiN",89,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_B",2,4,"Fragmented stx","PPanGGOLiN",89,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_A",2,6,"Fragmented stx","PPanGGOLiN",100,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_B",2,4,"Fragmented stx","PPanGGOLiN",100,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_A",2,6,"Fragmented stx","Panaroo",0,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_B",2,4,"Fragmented stx","Panaroo",0,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_A",2,6,"Fragmented stx","Panaroo",11,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_B",2,4,"Fragmented stx","Panaroo",11,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_A",2,6,"Fragmented stx","Panaroo",50,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_B",2,4,"Fragmented stx","Panaroo",50,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_A",2,6,"Fragmented stx","Panaroo",89,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_B",2,4,"Fragmented stx","Panaroo",89,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_A",2,6,"Fragmented stx","Panaroo",100,1,"stx2a; stx2c",1,0,1
"SRR15376154","stx_B",2,4,"Fragmented stx","Panaroo",100,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_A",2,6,"Fragmented stx","ggCaller",0,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_B",2,4,"Fragmented stx","ggCaller",0,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_A",2,6,"Fragmented stx","ggCaller",11,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_B",2,4,"Fragmented stx","ggCaller",11,0,"stx2a; stx2c",0,0,2
"SRR15376154","stx_A",2,6,"Fragmented stx","ggCaller",50,3,"stx2a; stx2c",2,1,0
"SRR15376154","stx_B",2,4,"Fragmented stx","ggCaller",50,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_A",2,6,"Fragmented stx","ggCaller",89,3,"stx2a; stx2c",2,1,0
"SRR15376154","stx_B",2,4,"Fragmented stx","ggCaller",89,2,"stx2a; stx2c",2,0,0
"SRR15376154","stx_A",2,6,"Fragmented stx","ggCaller",100,3,"stx2a; stx2c",2,1,0
"SRR15376154","stx_B",2,4,"Fragmented stx","ggCaller",100,2,"stx2a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","PPanGGOLiN",11,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","PPanGGOLiN",11,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","PPanGGOLiN",89,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","PPanGGOLiN",89,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","Panaroo",11,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","Panaroo",11,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","Panaroo",89,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","Panaroo",89,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_B",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","ggCaller",0,3,"stx1a; stx2c",2,1,0
"SRR15415532","stx_B",2,2,"Complete stx","ggCaller",0,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","ggCaller",11,3,"stx1a; stx2c",2,1,0
"SRR15415532","stx_B",2,2,"Complete stx","ggCaller",11,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","ggCaller",50,4,"stx1a; stx2c",2,2,0
"SRR15415532","stx_B",2,2,"Complete stx","ggCaller",50,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","ggCaller",89,4,"stx1a; stx2c",2,2,0
"SRR15415532","stx_B",2,2,"Complete stx","ggCaller",89,2,"stx1a; stx2c",2,0,0
"SRR15415532","stx_A",2,2,"Complete stx","ggCaller",100,4,"stx1a; stx2c",2,2,0
"SRR15415532","stx_B",2,2,"Complete stx","ggCaller",100,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","BAKTA",0,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","BAKTA",100,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","PPanGGOLiN",0,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","PPanGGOLiN",11,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","PPanGGOLiN",11,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","PPanGGOLiN",50,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","PPanGGOLiN",89,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","PPanGGOLiN",89,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","PPanGGOLiN",100,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","Panaroo",0,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","Panaroo",11,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","Panaroo",11,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","Panaroo",50,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","Panaroo",89,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","Panaroo",89,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_B",2,2,"Complete stx","Panaroo",100,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","ggCaller",0,3,"stx1a; stx2c",2,1,0
"SRR15415538","stx_B",2,2,"Complete stx","ggCaller",0,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","ggCaller",11,3,"stx1a; stx2c",2,1,0
"SRR15415538","stx_B",2,2,"Complete stx","ggCaller",11,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","ggCaller",50,4,"stx1a; stx2c",2,2,0
"SRR15415538","stx_B",2,2,"Complete stx","ggCaller",50,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","ggCaller",89,4,"stx1a; stx2c",2,2,0
"SRR15415538","stx_B",2,2,"Complete stx","ggCaller",89,2,"stx1a; stx2c",2,0,0
"SRR15415538","stx_A",2,2,"Complete stx","ggCaller",100,4,"stx1a; stx2c",2,2,0
"SRR15415538","stx_B",2,2,"Complete stx","ggCaller",100,2,"stx1a; stx2c",2,0,0
"SRR15415539","stx_A",3,9,"Fragmented stx","BAKTA",0,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_B",3,4,"Fragmented stx","BAKTA",0,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_A",3,9,"Fragmented stx","BAKTA",100,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_B",3,4,"Fragmented stx","BAKTA",100,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_A",3,9,"Fragmented stx","PPanGGOLiN",0,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_B",3,4,"Fragmented stx","PPanGGOLiN",0,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_A",3,9,"Fragmented stx","PPanGGOLiN",11,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_B",3,4,"Fragmented stx","PPanGGOLiN",11,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_A",3,9,"Fragmented stx","PPanGGOLiN",50,2,"stx1a; stx2a; stx2d",2,0,1
"SRR15415539","stx_B",3,4,"Fragmented stx","PPanGGOLiN",50,2,"stx1a; stx2a; stx2d",2,0,1
"SRR15415539","stx_A",3,9,"Fragmented stx","PPanGGOLiN",89,2,"stx1a; stx2a; stx2d",2,0,1
"SRR15415539","stx_B",3,4,"Fragmented stx","PPanGGOLiN",89,2,"stx1a; stx2a; stx2d",2,0,1
"SRR15415539","stx_A",3,9,"Fragmented stx","PPanGGOLiN",100,2,"stx1a; stx2a; stx2d",2,0,1
"SRR15415539","stx_B",3,4,"Fragmented stx","PPanGGOLiN",100,2,"stx1a; stx2a; stx2d",2,0,1
"SRR15415539","stx_A",3,9,"Fragmented stx","Panaroo",0,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_B",3,4,"Fragmented stx","Panaroo",0,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_A",3,9,"Fragmented stx","Panaroo",11,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_B",3,4,"Fragmented stx","Panaroo",11,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_A",3,9,"Fragmented stx","Panaroo",50,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_B",3,4,"Fragmented stx","Panaroo",50,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_A",3,9,"Fragmented stx","Panaroo",89,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_B",3,4,"Fragmented stx","Panaroo",89,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_A",3,9,"Fragmented stx","Panaroo",100,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_B",3,4,"Fragmented stx","Panaroo",100,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_A",3,9,"Fragmented stx","ggCaller",0,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_B",3,4,"Fragmented stx","ggCaller",0,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_A",3,9,"Fragmented stx","ggCaller",11,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_B",3,4,"Fragmented stx","ggCaller",11,1,"stx1a; stx2a; stx2d",1,0,2
"SRR15415539","stx_A",3,9,"Fragmented stx","ggCaller",50,4,"stx1a; stx2a; stx2d",3,1,0
"SRR15415539","stx_B",3,4,"Fragmented stx","ggCaller",50,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_A",3,9,"Fragmented stx","ggCaller",89,4,"stx1a; stx2a; stx2d",3,1,0
"SRR15415539","stx_B",3,4,"Fragmented stx","ggCaller",89,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415539","stx_A",3,9,"Fragmented stx","ggCaller",100,4,"stx1a; stx2a; stx2d",3,1,0
"SRR15415539","stx_B",3,4,"Fragmented stx","ggCaller",100,3,"stx1a; stx2a; stx2d",3,0,0
"SRR15415540","stx_A",1,1,"Complete stx","BAKTA",0,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","BAKTA",0,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","BAKTA",100,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","BAKTA",100,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","PPanGGOLiN",11,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","PPanGGOLiN",11,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","PPanGGOLiN",89,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","PPanGGOLiN",89,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","Panaroo",0,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","Panaroo",0,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","Panaroo",11,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","Panaroo",11,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","Panaroo",50,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","Panaroo",50,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","Panaroo",89,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","Panaroo",89,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","Panaroo",100,1,"stx2c",1,0,0
"SRR15415540","stx_B",1,1,"Complete stx","Panaroo",100,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","ggCaller",0,2,"stx2c",1,1,0
"SRR15415540","stx_B",1,1,"Complete stx","ggCaller",0,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","ggCaller",11,2,"stx2c",1,1,0
"SRR15415540","stx_B",1,1,"Complete stx","ggCaller",11,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","ggCaller",50,3,"stx2c",1,2,0
"SRR15415540","stx_B",1,1,"Complete stx","ggCaller",50,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","ggCaller",89,3,"stx2c",1,2,0
"SRR15415540","stx_B",1,1,"Complete stx","ggCaller",89,1,"stx2c",1,0,0
"SRR15415540","stx_A",1,1,"Complete stx","ggCaller",100,3,"stx2c",1,2,0
"SRR15415540","stx_B",1,1,"Complete stx","ggCaller",100,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","BAKTA",0,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","BAKTA",0,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","BAKTA",100,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","BAKTA",100,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","PPanGGOLiN",0,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","PPanGGOLiN",11,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","PPanGGOLiN",11,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","PPanGGOLiN",50,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","PPanGGOLiN",89,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","PPanGGOLiN",89,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","PPanGGOLiN",100,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","Panaroo",0,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","Panaroo",0,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","Panaroo",11,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","Panaroo",11,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","Panaroo",50,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","Panaroo",50,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","Panaroo",89,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","Panaroo",89,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","Panaroo",100,1,"stx2c",1,0,0
"SRR15415542","stx_B",1,1,"Complete stx","Panaroo",100,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","ggCaller",0,2,"stx2c",1,1,0
"SRR15415542","stx_B",1,1,"Complete stx","ggCaller",0,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","ggCaller",11,2,"stx2c",1,1,0
"SRR15415542","stx_B",1,1,"Complete stx","ggCaller",11,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","ggCaller",50,3,"stx2c",1,2,0
"SRR15415542","stx_B",1,1,"Complete stx","ggCaller",50,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","ggCaller",89,3,"stx2c",1,2,0
"SRR15415542","stx_B",1,1,"Complete stx","ggCaller",89,1,"stx2c",1,0,0
"SRR15415542","stx_A",1,1,"Complete stx","ggCaller",100,3,"stx2c",1,2,0
"SRR15415542","stx_B",1,1,"Complete stx","ggCaller",100,1,"stx2c",1,0,0
"SRR15415547","stx_A",1,1,"Complete stx","BAKTA",0,1,"stx1a",1,0,0
"SRR15415547","stx_B",1,1,"Complete stx","BAKTA",0,1,"stx1a",1,0,0
"SRR15415547","stx_A",1,1,"Complete stx","BAKTA",100,1,"stx1a",1,0,0
"SRR15415547","stx_B",1,1,"Complete stx","BAKTA",100,1,"stx1a",1,0,0
"SRR15415547","stx_A",1,1,"Complete stx","PPanGGOLiN",0,1,"stx1a",1,0,0
"SRR15415547","stx_B",1,1,"Complete stx","PPanGGOLiN",0,1,"stx1a",1,0,0
"SRR15415547","stx_A",1,1,"Complete stx","PPanGGOLiN",11,1,"stx1a",1,0,0
"SRR15415547","stx_B",1,1,"Complete stx","PPanGGOLiN",11,1,"stx1a",1,0,0
"SRR15415547","stx_A",1,1,"Complete stx","PPanGGOLiN",50,1,"stx1a",1,0,0
"SRR15415547","stx_B",1,1,"Complete stx","PPanGGOLiN",50,1,"stx1a",1,0,0
"SRR15415547","stx_A",1,1,"Complete stx","PPanGGOLiN",89,1,"stx1a",1,0,0
"SRR15415547","stx_B",1,1,"Complete stx","PPanGGOLiN",89,1,"stx1a",1,0,0
"SRR15415547","stx_A",1,1,"Complete stx","PPanGGOLiN",100,1,"stx1a",1,0,0
"SRR15415547","stx_B",1,1,"Complete stx","PPanGGOLiN",100,1,"stx1a",1,0,0
